paragraph,is_coherent
"THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS.",0
"PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE.",0
"PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS.",0
"THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE.",0
"WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE.",0
"TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN.",0
"A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED.",0
"THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL.",0
"UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER.",0
"SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE.",0
"WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL.",0
"WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL.",0
"SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED.",0
"THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED.",0
"A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN.",0
"ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE.",0
"THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE.",0
"BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN.",0
"SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS.",0
"THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL.",0
"THE CAPTAIN LANDED THE AIRPLANE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED. SHORTLY BEFORE PUSHBACK, THE LEAD SAFETY AGENT INSPECTED THE AIRPLANE. THE COMPANY HAD NOT ESTABLISHED PROCEDURES CONCERNING PLACEMENT OF WHEEL CHOCKS BY ITS MAINTENANCE, FLIGHT, AND GROUND SERVICE PERSONNEL. WHILE MAKING ITS LANDING APPROACH THE FIRST OFFICER COMMANDED LANDING GEAR DOWN. A PRE-FLIGHT INSPECTION OF THE AIRPLANE WAS COMPLETED BY THE FIRST OFFICER. UPON COMPLETION OF MAINTENANCE MECHANICS REMOVED THE WHEEL CHOCKS AND TOWED THE AIRPLANE TO THE DEPARTURE GATE. THE CREW DECIDED THE LEFT LANDING GEAR WOULD NOT EXTEND AFTER MANY ATTEMPTS. ONE LANDING GEAR UNSAFE LIGHT ILLUMINATED. BEFORE DEPARTURE THE AIRLINE HAD MAINTENANCE PERFORMED ON THE AIRPLANE. TWO GREEN LANDING GEAR SAFE LIGHTS WERE OBSERVED. THE ON-SCENE INVESTIGATION REVEALED WHEEL CHOCKS WEDGED BETWEEN THE WHEEL WELL LIP AND INSIDE LEFT MAIN GEAR TIRE.",0
